,Recall,Specificity,F1-Score,Test Accuracy,Test Loss,AUROC,Test Accuracy (Balanced),Train Loss
0,0.2013888955116272,0.8638497591018677,0.2871287167072296,59.66386795043945,0.6616136431694031,0.5256912112236023,0.532619297504425,0.6917417645454407
1,0.1388888955116272,0.934272289276123,0.2247191071510315,61.344539642333984,0.6434569954872131,0.5446987748146057,0.5365806221961975,0.6624170541763306
2,0.1111111119389534,0.9483568072319031,0.1871345043182373,61.06442642211914,0.6329240798950195,0.5630216598510742,0.5297339558601379,0.644647479057312
3,0.0625,0.9671361446380615,0.11249999701976776,60.224090576171875,0.6235405802726746,0.5763888955116272,0.5148180723190308,0.6414839625358582
4,0.0694444477558136,0.9577465057373047,0.12269938737154007,59.9439811706543,0.619911253452301,0.5933750867843628,0.513595461845398,0.6253284215927124
5,0.0416666679084301,0.9577465057373047,0.07547169923782349,58.82353210449219,0.6156860589981079,0.5974504351615906,0.49970656633377075,0.6241457462310791
6,0.0486111119389534,0.9671361446380615,0.08860759437084198,59.66386795043945,0.6134865283966064,0.6045579314231873,0.5078736543655396,0.6176278591156006
7,0.0486111119389534,0.9624413251876831,0.08805031329393387,59.38375473022461,0.6113349795341492,0.6101981997489929,0.5055261850357056,0.6089426875114441
8,0.0347222238779068,0.9765258431434631,0.06493506580591202,59.66386795043945,0.6091998219490051,0.6143062114715576,0.505623996257782,0.6119234561920166
9,0.0416666679084301,0.9671361446380615,0.07643312215805054,59.38375473022461,0.6087687611579895,0.6165232062339783,0.5044013857841492,0.6020671129226685
10,0.0347222238779068,0.9765258431434631,0.06493506580591202,59.66386795043945,0.6082721948623657,0.6167188286781311,0.505623996257782,0.6010346412658691
11,0.0416666679084301,0.9718309640884399,0.07692307978868484,59.66386795043945,0.6072131395339966,0.6197183132171631,0.5067488551139832,0.5989841222763062
12,0.0486111119389534,0.9718309640884399,0.08917197585105896,59.9439811706543,0.608036458492279,0.6167840361595154,0.5102210640907288,0.5942596197128296
13,0.0486111119389534,0.9718309640884399,0.08917197585105896,59.9439811706543,0.60841965675354,0.6137519478797913,0.5102210640907288,0.5921533703804016
14,0.0555555559694767,0.9624413251876831,0.10000000149011612,59.66386795043945,0.6082130074501038,0.6157081127166748,0.508998453617096,0.5910478234291077
15,0.0347222238779068,0.9812206625938416,0.06535948067903519,59.9439811706543,0.6097632646560669,0.6098722219467163,0.507971465587616,0.5965576171875
16,0.0694444477558136,0.9671361446380615,0.12422360479831696,60.50420379638672,0.6096753478050232,0.6125130653381348,0.5182902812957764,0.5990572571754456
17,0.0347222238779068,0.9812206625938416,0.06535948067903519,59.9439811706543,0.6096628308296204,0.6082094311714172,0.507971465587616,0.5952232480049133
18,0.0833333358168602,0.9530516266822815,0.14457830786705017,60.224090576171875,0.6091288328170776,0.6147626638412476,0.5181924700737,0.5860071778297424
19,0.0625,0.9671361446380615,0.11249999701976776,60.224090576171875,0.6093730330467224,0.6116653680801392,0.5148180723190308,0.5895264744758606
20,0.0694444477558136,0.9624413251876831,0.12345679104328156,60.224090576171875,0.6093379855155945,0.6130020618438721,0.5159428715705872,0.5892646908760071
21,0.0555555559694767,0.9624413251876831,0.10000000149011612,59.66386795043945,0.6101505756378174,0.609807014465332,0.508998453617096,0.5814663767814636
22,0.0625,0.9624413251876831,0.11180124431848526,59.9439811706543,0.6116338968276978,0.6041992902755737,0.5124706625938416,0.5836480855941772
23,0.0902777761220932,0.9483568072319031,0.1547619104385376,60.224090576171875,0.6108099818229675,0.6109480857849121,0.5193172693252563,0.5830008387565613
24,0.0625,0.9624413251876831,0.11180124431848526,59.9439811706543,0.6131476163864136,0.6005151271820068,0.5124706625938416,0.5763245820999146
25,0.0972222238779068,0.9389671087265015,0.16374269127845764,59.9439811706543,0.6123149394989014,0.6060250401496887,0.5180946588516235,0.5812356472015381
26,0.1041666641831398,0.9436619877815247,0.17543859779834747,60.50420379638672,0.6130250692367554,0.6053077578544617,0.5239143371582031,0.5792860388755798
27,0.0694444477558136,0.9577465057373047,0.12269938737154007,59.9439811706543,0.6136585474014282,0.5998630523681641,0.513595461845398,0.5817318558692932
28,0.125,0.934272289276123,0.20454545319080353,60.78431701660156,0.6140210032463074,0.6005803346633911,0.5296361446380615,0.5765416026115417
29,0.0694444477558136,0.9577465057373047,0.12269938737154007,59.9439811706543,0.6133509874343872,0.601036787033081,0.513595461845398,0.5751583576202393
30,0.1180555522441864,0.934272289276123,0.19428572058677673,60.50420379638672,0.614145040512085,0.601917028427124,0.5261639356613159,0.5756641626358032
31,0.0972222238779068,0.9530516266822815,0.1666666716337204,60.78431701660156,0.6152812242507935,0.5976786613464355,0.5251369476318359,0.5731797814369202
32,0.125,0.9389671087265015,0.20571428537368774,61.06442642211914,0.6163825988769531,0.5966679453849792,0.5319835543632507,0.5785132646560669
33,0.1041666641831398,0.9436619877815247,0.17543859779834747,60.50420379638672,0.6163316369056702,0.5960485339164734,0.5239143371582031,0.575883686542511
34,0.125,0.9248826503753662,0.20224718749523163,60.224090576171875,0.6165033578872681,0.599373996257782,0.5249413251876831,0.5725336074829102
35,0.0972222238779068,0.9436619877815247,0.16470588743686676,60.224090576171875,0.6175650954246521,0.5965049266815186,0.5204420685768127,0.573672354221344
36,0.1180555522441864,0.9295774698257446,0.1931818127632141,60.224090576171875,0.6182777285575867,0.5958855152130127,0.5238165259361267,0.5704506039619446
37,0.1111111119389534,0.9295774698257446,0.18285714089870453,59.9439811706543,0.619207501411438,0.5913210511207581,0.5203443169593811,0.5721371173858643
38,0.0833333358168602,0.9671361446380615,0.14723926782608032,61.06442642211914,0.6194769740104675,0.5892018675804138,0.5252347588539124,0.5736885666847229
39,0.125,0.920187771320343,0.20111732184886932,59.9439811706543,0.6182571649551392,0.595722496509552,0.5225939154624939,0.5674453973770142
40,0.1180555522441864,0.934272289276123,0.19428572058677673,60.50420379638672,0.6175367832183838,0.5977438688278198,0.5261639356613159,0.5704507231712341
41,0.1180555522441864,0.934272289276123,0.19428572058677673,60.50420379638672,0.6186642050743103,0.5969287753105164,0.5261639356613159,0.5651746392250061
42,0.125,0.9295774698257446,0.20338982343673706,60.50420379638672,0.6206571459770203,0.5937988758087158,0.5272887349128723,0.5708215236663818
43,0.1180555522441864,0.9248826503753662,0.19209039211273193,59.9439811706543,0.6215577125549316,0.5898213386535645,0.5214691162109375,0.5717750787734985
44,0.0972222238779068,0.934272289276123,0.1627907007932663,59.66386795043945,0.623144805431366,0.5857459306716919,0.5157472491264343,0.5715769529342651
45,0.1180555522441864,0.920187771320343,0.1910112351179123,59.66386795043945,0.6210449934005737,0.5931468605995178,0.5191216468811035,0.55905681848526
46,0.1111111119389534,0.9295774698257446,0.18285714089870453,59.9439811706543,0.6223464608192444,0.5932772755622864,0.5203443169593811,0.5690891742706299
47,0.125,0.9107981324195862,0.19889502227306366,59.38375473022461,0.6225367188453674,0.5946139693260193,0.5178990364074707,0.5676827430725098
48,0.1111111119389534,0.934272289276123,0.18390804529190063,60.224090576171875,0.6223319172859192,0.5928534269332886,0.5226917266845703,0.5653775930404663
49,0.1180555522441864,0.9248826503753662,0.19209039211273193,59.9439811706543,0.6238962411880493,0.5913536548614502,0.5214691162109375,0.5609337687492371
50,0.1180555522441864,0.920187771320343,0.1910112351179123,59.66386795043945,0.6253654956817627,0.5877021551132202,0.5191216468811035,0.5627768635749817
51,0.1319444477558136,0.9107981324195862,0.20879121124744415,59.66386795043945,0.6253599524497986,0.5901147723197937,0.5213713049888611,0.5610008835792542
52,0.1111111119389534,0.9248826503753662,0.1818181872367859,59.66386795043945,0.624966025352478,0.5879629850387573,0.5179968476295471,0.5585770606994629
53,0.1319444477558136,0.9107981324195862,0.20879121124744415,59.66386795043945,0.624215304851532,0.5951682329177856,0.5213713049888611,0.5599210858345032
54,0.1180555522441864,0.9295774698257446,0.1931818127632141,60.224090576171875,0.6254027485847473,0.5870174765586853,0.5238165259361267,0.5614457130432129
55,0.1319444477558136,0.9061033129692078,0.20765027403831482,59.38375473022461,0.6268190741539001,0.5865936279296875,0.5190238356590271,0.5631111860275269
56,0.1180555522441864,0.934272289276123,0.19428572058677673,60.50420379638672,0.6264355182647705,0.5843766331672668,0.5261639356613159,0.5595104694366455
57,0.1388888955116272,0.9154929518699646,0.21978022158145905,60.224090576171875,0.6269654035568237,0.5862023830413818,0.5271909236907959,0.5541106462478638
58,0.1319444477558136,0.920187771320343,0.21111111342906952,60.224090576171875,0.627135694026947,0.585582971572876,0.5260661244392395,0.5619633197784424
59,0.1319444477558136,0.920187771320343,0.21111111342906952,60.224090576171875,0.6277421116828918,0.5844418406486511,0.5260661244392395,0.5641406178474426
60,0.1458333283662796,0.8826290965080261,0.2210526317358017,58.543418884277344,0.6286289095878601,0.5857133269309998,0.5142312049865723,0.5554726719856262
61,0.1041666641831398,0.934272289276123,0.17341040074825287,59.9439811706543,0.630769670009613,0.5771387815475464,0.5192194581031799,0.5587292909622192
62,0.1458333283662796,0.8873239159584045,0.2222222238779068,58.82353210449219,0.631743311882019,0.5800078511238098,0.5165786147117615,0.5552632808685303
63,0.1458333283662796,0.9014084339141846,0.22580644488334656,59.66386795043945,0.6308347582817078,0.5807576775550842,0.5236209034919739,0.5548354983329773
64,0.125,0.9107981324195862,0.19889502227306366,59.38375473022461,0.6303541660308838,0.5823878645896912,0.5178990364074707,0.5568363070487976
65,0.1388888955116272,0.8967136144638062,0.2150537669658661,59.10364532470703,0.6319555044174194,0.5799426436424255,0.5178012251853943,0.5561867952346802
66,0.1388888955116272,0.8967136144638062,0.2150537669658661,59.10364532470703,0.632849395275116,0.5797144174575806,0.5178012251853943,0.5524392127990723
67,0.1388888955116272,0.8967136144638062,0.2150537669658661,59.10364532470703,0.6339921951293945,0.5790297389030457,0.5178012251853943,0.5556326508522034
68,0.1458333283662796,0.8873239159584045,0.2222222238779068,58.82353210449219,0.6338899731636047,0.5785732865333557,0.5165786147117615,0.5557296276092529
69,0.125,0.9248826503753662,0.20224718749523163,60.224090576171875,0.6333481669425964,0.5812793374061584,0.5249413251876831,0.5501900911331177
70,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6345252990722656,0.5827465057373047,0.5153560042381287,0.5592768788337708
71,0.1527777761220932,0.8873239159584045,0.23157894611358643,59.10364532470703,0.6345356702804565,0.5809206962585449,0.5200508832931519,0.5543913245201111
72,0.1388888955116272,0.9014084339141846,0.21621622145175934,59.38375473022461,0.6355258822441101,0.5805294513702393,0.5201486945152283,0.542277455329895
73,0.1527777761220932,0.8826290965080261,0.23036649823188782,58.82353210449219,0.636086642742157,0.5815075635910034,0.5177034139633179,0.547761857509613
74,0.1388888955116272,0.8920187950134277,0.2139037400484085,58.82353210449219,0.6354297995567322,0.5792579650878906,0.5154538154602051,0.5474624633789062
75,0.1458333283662796,0.8826290965080261,0.2210526317358017,58.543418884277344,0.6358652114868164,0.5794209837913513,0.5142312049865723,0.5503255128860474
76,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6378514170646667,0.5783124566078186,0.5153560042381287,0.5536049604415894
77,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6379586458206177,0.5801708102226257,0.5153560042381287,0.547875165939331
78,0.1458333283662796,0.8967136144638062,0.2245989292860031,59.38375473022461,0.6381276249885559,0.5782798528671265,0.5212734937667847,0.5480653643608093
79,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6394733786582947,0.5796492099761963,0.5153560042381287,0.5558416843414307
80,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6398363709449768,0.5775625705718994,0.5153560042381287,0.5423542261123657
81,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6385942697525024,0.5755738019943237,0.5153560042381287,0.5481324195861816
82,0.1527777761220932,0.8779342770576477,0.2291666716337204,58.543418884277344,0.6386985778808594,0.574269711971283,0.5153560042381287,0.5419871211051941
83,0.1527777761220932,0.8826290965080261,0.23036649823188782,58.82353210449219,0.6392218470573425,0.5739436745643616,0.5177034139633179,0.5398731827735901
84,0.1527777761220932,0.8826290965080261,0.23036649823188782,58.82353210449219,0.6411496996879578,0.5718244910240173,0.5177034139633179,0.5461658835411072
85,0.1805555522441864,0.8497652411460876,0.2574257552623749,57.98319625854492,0.6409400701522827,0.5797470211982727,0.5151603817939758,0.5435491800308228
86,0.1527777761220932,0.8920187950134277,0.23280423879623413,59.38375473022461,0.6423878073692322,0.573095977306366,0.5223982930183411,0.5426143407821655
87,0.1597222238779068,0.8638497591018677,0.23469388484954834,57.98319625854492,0.6437919735908508,0.5757694244384766,0.5117859840393066,0.5400275588035583
88,0.1597222238779068,0.8826290965080261,0.2395833283662796,59.10364532470703,0.6437467932701111,0.5762584805488586,0.5211756825447083,0.5483386516571045
89,0.1597222238779068,0.8685445785522461,0.23589743673801422,58.263309478759766,0.6438794136047363,0.5711398124694824,0.5141333937644958,0.5459541082382202
90,0.1736111044883728,0.8591549396514893,0.2512562870979309,58.263309478759766,0.6448780298233032,0.572867751121521,0.5163829922676086,0.5440434813499451
91,0.1527777761220932,0.8873239159584045,0.23157894611358643,59.10364532470703,0.6425696015357971,0.5709115862846375,0.5200508832931519,0.5361561179161072
92,0.1597222238779068,0.8638497591018677,0.23469388484954834,57.98319625854492,0.6458262205123901,0.5695748329162598,0.5117859840393066,0.544923722743988
93,0.1597222238779068,0.8732394576072693,0.23711340129375458,58.543418884277344,0.6460859179496765,0.5678794980049133,0.5164808034896851,0.5395947098731995
94,0.1527777761220932,0.8826290965080261,0.23036649823188782,58.82353210449219,0.647276759147644,0.5706181526184082,0.5177034139633179,0.5416863560676575
95,0.1597222238779068,0.8591549396514893,0.23350253701210022,57.70308303833008,0.645606279373169,0.5735524296760559,0.5094385743141174,0.5442339181900024
96,0.1805555522441864,0.8591549396514893,0.25999999046325684,58.543418884277344,0.6464851498603821,0.5706181526184082,0.519855260848999,0.5378095507621765
97,0.1527777761220932,0.8732394576072693,0.22797927260398865,58.263309478759766,0.6458451747894287,0.5724439024925232,0.5130085945129395,0.5453854203224182
98,0.1527777761220932,0.8685445785522461,0.22680412232875824,57.98319625854492,0.6479726433753967,0.571987509727478,0.5106611847877502,0.5374070405960083
99,0.1527777761220932,0.8685445785522461,0.22680412232875824,57.98319625854492,0.6460002064704895,0.5727373361587524,0.5106611847877502,0.5419658422470093
